id,projectCode,title,agency,ministry,category,state,approvalDate,startDate,targetDoC,revisedDoC,originalCostCr,revisedCostCr,spentCr,physicalProgress,financialProgress,costOverrunCr,costOverrunPct,delayMonths,riskScore,trustScore,status,statusLabel,divergenceGap
103,616223,ADASA UG TO OC MINE,WCL - CIL,Ministry of Coal,Coal,Maharashtra,11/2018,11/2018,03/2024,03/2027,316.0,316.0,209.29,86.49,66.23,0.0,0.0,36,25,75,critical,High Risk (Critical),20.26
104,616229,AMAL GONDEGAON GHATROHANA EXPN,WCL - CIL,Ministry of Coal,Coal,Maharashtra,09/2024,09/2024,03/2029,03/2029,668.54,668.54,2.95,2.55,0.44,0.0,0.0,0,0,99,on-track,On Track (Green),2.11
105,617233,WAGHODA UG MINE [1.02 MTY],WCL - CIL,Ministry of Coal,Coal,Maharashtra,01/2024,01/2025,03/2030,03/2030,379.3,379.3,0.0,0.11,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),0.11
106,617278,KOLARPIMPRI EXPANSION OC [2.5,WCL - CIL,Ministry of Coal,Coal,Maharashtra,06/2024,02/2025,03/2030,03/2030,630.37,630.37,0.61,0.4,0.1,0.0,0.0,0,0,99,on-track,On Track (Green),0.3
107,619055,SAONER-III EXPN UG MINE 1.54,WCL - CIL,Ministry of Coal,Coal,Maharashtra,08/2025,08/2025,03/2032,03/2032,444.42,444.42,0.0,0.0,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),0.0
108,400369,BINA KAKRI AMALGAMATION EXPANS,NCL - CIL,Ministry of Coal,Coal,"Multi-States (Madhya Pradesh, Uttar Pradesh)",08/2020,08/2020,03/2024,03/2027,836.42,836.42,917.1,92.05,109.65,0.0,0.0,36,35,65,critical,High Risk (Critical),-17.6
109,615183,KHADIA EXPANSION [10 TO 16 MTP,NCL - CIL,Ministry of Coal,Coal,"Multi-States (Madhya Pradesh, Uttar Pradesh)",06/2021,06/2021,03/2025,03/2027,491.67,491.67,379.69,57.12,77.22,0.0,0.0,24,35,65,delayed,Watchlist (Amber),-20.1
110,400165,SUBHADRA OCP,MCL - CIL,Ministry of Coal,Coal,Odisha,05/2021,05/2021,04/2032,04/2032,1693.81,1693.81,1332.87,46.57,78.69,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-32.12
111,400166,SIARMAL OCP,Mahanadi Coalfields Limited [MCL],Ministry of Coal,Coal,Odisha,02/2021,02/2021,03/2029,03/2029,5194.95,5194.95,3543.45,61.04,68.21,0.0,0.0,0,0,99,on-track,On Track (Green),-7.17
112,400183,BALARAM EXPANSION OCP,Mahanadi Coalfields Limited [MCL],Ministry of Coal,Coal,Odisha,08/2020,08/2020,03/2029,03/2029,3504.21,3504.21,963.81,62.06,27.5,0.0,0.0,0,0,99,on-track,On Track (Green),34.56
113,400185,GOPALJI KANIHA OCP [10 TO 30 M,MCL - CIL,Ministry of Coal,Coal,Odisha,04/2022,04/2022,03/2030,03/2030,8416.19,6107.87,1777.54,35.8,29.1,-2308.32,-27.43,0,0,99,on-track,On Track (Green),6.7
114,400187,INTEGRATED LAKHANPUR-BELPAHAR-,MCL - CIL,Ministry of Coal,Coal,Odisha,05/2018,05/2018,03/2027,03/2027,2434.75,2434.75,2133.7,82.9,87.64,0.0,0.0,0,0,99,on-track,On Track (Green),-4.74
115,400392,BHARATPUR RE-ORGANIZATION OCP,MCL - CIL,Ministry of Coal,Coal,Odisha,11/2018,11/2018,03/2029,03/2029,2838.86,2838.86,1716.58,53.54,60.47,0.0,0.0,0,0,99,on-track,On Track (Green),-6.93
116,615857,Naini Coal Mine,Singareni Collieries Company Limited [SCCL],Ministry of Coal,Coal,Odisha,03/2020,03/2020,03/2026,03/2026,494.3,494.3,491.33,80.0,99.4,0.0,0.0,0,10,90,on-track,On Track (Green),-19.4
117,616226,INTEGRATED KULDA GARJANBAHAL O,MCL - CIL,Ministry of Coal,Coal,Odisha,04/2023,04/2023,03/2033,03/2033,3563.5,3563.5,692.76,10.43,19.44,0.0,0.0,0,0,99,on-track,On Track (Green),-9.01
118,616231,BHUBANESWARI EXPN OCP 50 MTY,MCL - CIL,Ministry of Coal,Coal,Odisha,03/2024,03/2024,03/2033,03/2033,5366.27,5366.27,477.73,34.03,8.9,0.0,0.0,0,0,99,on-track,On Track (Green),25.13
119,616232,HINGULA II OC EXPN PH III 15 M,MCL - CIL,Ministry of Coal,Coal,Odisha,11/2022,11/2022,03/2029,03/2029,1561.85,1561.85,284.22,33.55,18.2,0.0,0.0,0,0,99,on-track,On Track (Green),15.35
120,616233,BALABHADRA OCP,MCL - CIL,Ministry of Coal,Coal,Odisha,04/2023,04/2023,03/2030,03/2030,978.44,978.44,461.54,18.93,47.17,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-28.24
121,618982,Talabira II & III OCP - FMC,NLC India Limited [NLCIL],Ministry of Coal,Coal,Odisha,10/2022,05/2023,06/2026,12/2026,522.45,522.45,334.44,74.8,64.01,0.0,0.0,6,10,90,delayed,Watchlist (Amber),10.79
122,615818,Jawahar Khani Open Cast Mine,Singareni Collieries Company Limited [SCCL],Ministry of Coal,Coal,Telangana,12/2021,12/2021,03/2025,03/2027,297.88,297.88,50.39,20.0,16.92,0.0,0.0,24,25,75,delayed,Watchlist (Amber),3.08
123,615858,Kalyanikhani Opencast Project,Singareni Collieries Company Limited [SCCL],Ministry of Coal,Coal,Telangana,03/2016,05/2017,03/2026,03/2026,384.32,384.32,304.39,77.0,79.2,0.0,0.0,0,0,99,on-track,On Track (Green),-2.2
124,615860,Godavarikhani Coal Mine - 5,Singareni Collieries Company Limited [SCCL],Ministry of Coal,Coal,Telangana,07/2019,05/2019,03/2025,03/2026,607.04,607.04,201.0,71.0,33.11,0.0,0.0,12,10,90,delayed,Watchlist (Amber),37.89
125,615861,Indaram Opencast Project,Singareni Collieries Company Limited [SCCL],Ministry of Coal,Coal,Telangana,08/2017,12/2022,03/2025,03/2026,424.81,424.81,408.69,81.0,96.21,0.0,0.0,12,20,80,delayed,Watchlist (Amber),-15.21
126,615862,Goleti Opencast Mine,Singareni Collieries Company Limited [SCCL],Ministry of Coal,Coal,Telangana,07/2021,08/2021,03/2026,03/2026,345.6,345.6,111.94,33.0,32.39,0.0,0.0,0,0,99,on-track,On Track (Green),0.61
127,615863,Venkatesh Khani Coal Mine,Singareni Collieries Company Limited [SCCL],Ministry of Coal,Coal,Telangana,10/2020,06/2020,03/2026,03/2026,484.5,484.5,477.14,97.0,98.48,0.0,0.0,0,0,99,on-track,On Track (Green),-1.48
128,615865,Kakatiyakhani OC - 2 Project,Singareni Collieries Company Limited [SCCL],Ministry of Coal,Coal,Telangana,08/2017,09/2017,03/2025,03/2026,442.42,442.42,253.41,64.0,57.28,0.0,0.0,12,10,90,delayed,Watchlist (Amber),6.72
129,400173,MOHANPUR EXPANSION OC -PHASE I,Eastern Coal Fields Limited [ECL],Ministry of Coal,Coal,West Bengal,11/2020,11/2020,03/2026,03/2030,888.99,888.99,153.96,31.52,17.32,0.0,0.0,48,40,60,critical,High Risk (Critical),14.2
130,400180,BONJEMEHARI EXPANSION OCP,Eastern Coal Fields Limited [ECL],Ministry of Coal,Coal,West Bengal,08/2021,08/2021,03/2026,03/2030,570.11,570.11,98.58,17.13,17.29,0.0,0.0,48,40,60,critical,High Risk (Critical),-0.16
131,400181,NAKRAKONDA KUMARDIH- B OCP,ECL - CIL,Ministry of Coal,Coal,West Bengal,08/2018,08/2018,03/2029,03/2029,502.68,502.67,88.9,28.58,17.69,-0.01,-0.0,0,0,99,on-track,On Track (Green),10.89
132,400186,TILABONI UG,ECL - CIL,Ministry of Coal,Coal,West Bengal,01/2023,01/2023,03/2029,03/2029,749.08,749.07,53.97,12.14,7.2,-0.01,-0.0,0,0,99,on-track,On Track (Green),4.94
133,400312,JHANJRA EXPANSION UG,Eastern Coal Fields Limited [ECL],Ministry of Coal,Coal,West Bengal,04/2020,04/2020,03/2029,03/2029,1210.12,1210.12,633.57,52.04,52.36,0.0,0.0,0,0,99,on-track,On Track (Green),-0.32
134,400315,SONEPUR BAZARI EXPANSION OCP [,Eastern Coal Fields Limited [ECL],Ministry of Coal,Coal,West Bengal,07/2021,07/2021,03/2029,03/2029,5365.88,5365.88,697.64,18.5,13.0,0.0,0.0,0,0,99,on-track,On Track (Green),5.5
135,612816,ITAPARA OCP,Eastern Coal Fields Limited [ECL],Ministry of Coal,Coal,West Bengal,12/2023,12/2023,03/2030,03/2030,929.1,929.1,132.43,8.41,14.25,0.0,0.0,0,0,99,on-track,On Track (Green),-5.84
136,613793,SHYAMSUNDARPUR UG INCLUDING SA,ECL - CIL,Ministry of Coal,Coal,West Bengal,04/2020,04/2020,03/2026,03/2028,483.65,483.65,96.8,16.79,20.01,0.0,0.0,24,25,75,delayed,Watchlist (Amber),-3.22
137,613794,PARASEA-BELBAID UG PROJECT,ECL - CIL,Ministry of Coal,Coal,West Bengal,01/2023,01/2023,03/2028,03/2028,389.1,389.1,132.48,22.26,34.05,0.0,0.0,0,10,90,on-track,On Track (Green),-11.79
138,616230,PARASCOLE JAMBAD OCP,ECL - CIL,Ministry of Coal,Coal,West Bengal,11/2024,11/2024,03/2037,03/2037,1193.55,1193.55,11.81,0.23,0.99,0.0,0.0,0,0,99,on-track,On Track (Green),-0.76
139,617299,50 MW Wind Power Project,NLC India Limited,Ministry of Coal,Electricity Generation,Gujarat,07/2022,01/2024,06/2025,12/2026,383.84,383.84,333.34,52.0,86.84,0.0,0.0,18,45,55,delayed,Watchlist (Amber),-34.84
140,617730,600 MW Khavda Solar Power Project,NLC India Limited [NLCIL],Ministry of Coal,Electricity Generation,Gujarat,08/2023,06/2024,06/2026,12/2026,3335.85,3335.85,2122.95,62.0,63.64,0.0,0.0,6,10,90,delayed,Watchlist (Amber),-1.64
141,618991,200 MW SPP part of 510 MW CPSU scheme,NLC India Limited [NLCIL],Ministry of Coal,Electricity Generation,Gujarat,07/2022,03/2024,12/2026,12/2026,1221.41,1221.41,71.51,0.0,5.85,0.0,0.0,0,0,99,on-track,On Track (Green),-5.85
142,618992,100 MW SPP part of SECI 150 MW Hybrid,NLC India Limited [NLCIL],Ministry of Coal,Electricity Generation,Gujarat,07/2022,04/2024,12/2026,12/2026,480.68,480.68,2.75,1.2,0.57,0.0,0.0,0,0,99,on-track,On Track (Green),0.63
143,400231,NLC Talabira Thermal Power Project,NLC India Limited,Ministry of Coal,Electricity Generation,Odisha,01/2017,01/2024,03/2030,03/2030,27212.96,27212.96,3574.21,4.1,13.13,0.0,0.0,0,0,99,on-track,On Track (Green),-9.03
144,618981,810 MW Solar Power Project - Rajasthan,NLC India Limited [NLCIL],Ministry of Coal,Electricity Generation,Rajasthan,10/2024,09/2025,03/2028,03/2028,4147.07,4147.07,249.95,0.0,6.03,0.0,0.0,0,0,99,on-track,On Track (Green),-6.03
145,400203,Dharamjaigarh-Korba,Railway,Ministry of Coal,Railways,Chhattisgarh,05/2018,03/2017,12/2026,08/2026,1686.22,2438.53,792.73,43.7,32.51,752.31,44.62,0,40,60,critical,High Risk (Critical),11.19
146,400416,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line],Ministry of Coal,Ministry of Coal,Railways,Jharkhand,02/2018,05/2022,06/2025,06/2027,1799.64,2564.34,1784.77,72.0,69.6,764.7,42.49,24,65,35,critical,High Risk (Critical),2.4
147,400192,Tubed Coal Mine,Damodar Valley Corporation,Ministry of Power,Coal,Jharkhand,07/2016,10/2016,05/2026,12/2026,1581.0,1581.0,624.86,37.0,39.52,0.0,0.0,7,10,90,delayed,Watchlist (Amber),-2.52
148,603293,Badam Coal Mining project of NTPC,National Thermal Power Corporation [NTPC],Ministry of Power,Coal,Jharkhand,02/2019,09/2019,12/2056,04/2027,502.0,784.0,438.57,67.86,55.94,282.0,56.18,0,40,60,critical,High Risk (Critical),11.92
149,602182,Dibang Multipurpose Project,National Hydroelectric Power Corporation Limited [NHPC],Ministry of Power,Electricity Generation,Arunachal Pradesh,02/2023,02/2023,02/2032,02/2032,31876.39,31876.39,4921.36,17.93,15.44,0.0,0.0,0,0,99,on-track,On Track (Green),2.49
150,611698,240MW Heo HE Project,North Eastern Electric Power Corporation Limited,Ministry of Power,Electricity Generation,Arunachal Pradesh,12/2024,05/2025,07/2029,07/2029,1938.85,1938.85,106.28,6.58,5.48,0.0,0.0,0,0,99,on-track,On Track (Green),1.1
151,611699,186 MW Tato-I H E Project,North Eastern Electric Power Corporation Limited,Ministry of Power,Electricity Generation,Arunachal Pradesh,12/2024,05/2025,07/2029,07/2029,1750.07,1750.07,79.45,5.6,4.54,0.0,0.0,0,0,99,on-track,On Track (Green),1.06
152,611716,700 MW Tato-II HE Project,North Eastern Electric Power Corporation Limited,Ministry of Power,Electricity Generation,Arunachal Pradesh,09/2025,09/2025,09/2031,09/2031,8146.21,8146.21,253.97,6.59,3.12,0.0,0.0,0,0,99,on-track,On Track (Green),3.47
153,619311,Kalai-II Hydro Electric Project [1200 MW],THDC India Limited,Ministry of Power,Electricity Generation,Arunachal Pradesh,04/2026,04/2026,10/2032,10/2032,14105.83,14105.83,189.68,0.0,1.34,0.0,0.0,0,0,99,on-track,On Track (Green),-1.34
154,602579,Buxar Thermal Power Project [1320 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Ministry of Power,Electricity Generation,Bihar,03/2019,06/2019,01/2024,05/2026,10439.09,13756.56,13731.77,95.01,99.82,3317.47,31.78,28,65,35,critical,High Risk (Critical),-4.81
155,619051,"Nabinagar Super Thermal Power Project, Stage-II [3x800 MW]",National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Bihar,11/2024,03/2025,07/2030,07/2030,29948.0,29948.0,3422.25,15.0,11.43,0.0,0.0,0,0,99,on-track,On Track (Green),3.57
156,611930,Lara Super Thermal Power Project Stage-II [2 x 800 MW],National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Chhattisgarh,08/2023,08/2023,06/2028,11/2028,15530.0,16106.0,5472.13,33.5,33.98,576.0,3.71,5,20,80,delayed,Watchlist (Amber),-0.48
157,617188,"Sipat Super Thermal Power Project, Stage-III [1x800 MW]",National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Chhattisgarh,09/2024,09/2024,09/2029,11/2029,9791.0,9791.0,1910.55,22.31,19.51,0.0,0.0,2,10,90,delayed,Watchlist (Amber),2.8
158,709747,Bagodara Solar Power Project,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Ministry of Power,Electricity Generation,Gujarat,03/2021,05/2021,12/2025,12/2025,339.35,339.35,370.0,51.86,109.03,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-57.17
159,602582,Dhaulasidh Hydro Electric Project [66 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Ministry of Power,Electricity Generation,Himachal Pradesh,10/2020,05/2021,11/2025,03/2027,687.97,1763.31,1275.68,80.69,72.35,1075.34,156.31,16,65,35,critical,High Risk (Critical),8.34
160,602593,Luhri Stage-I Hydro Electric Project [210 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Ministry of Power,Electricity Generation,Himachal Pradesh,11/2020,11/2020,01/2026,05/2030,1810.56,4345.31,1980.59,52.13,45.58,2534.75,140.0,52,80,20,critical,High Risk (Critical),6.55
161,611586,Sunni Dam Hydro Electric Project [382 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Ministry of Power,Electricity Generation,Himachal Pradesh,01/2023,01/2023,04/2028,12/2029,2614.51,4555.49,1152.21,34.66,25.29,1940.98,74.24,20,65,35,critical,High Risk (Critical),9.37
162,602525,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",National Hydroelectric Power Corporation Limited [NHPC],Ministry of Power,Electricity Generation,Jammu and Kashmir,10/2014,02/2018,04/2020,12/2026,8112.12,12728.0,9313.54,82.05,73.17,4615.88,56.9,80,80,20,critical,High Risk (Critical),8.88
163,602532,Kiru HE Project,National Hydroelectric Power Corporation Limited [NHPC],Ministry of Power,Electricity Generation,Jammu and Kashmir,03/2019,02/2020,09/2023,12/2026,4287.59,5409.0,3948.67,87.0,73.0,1121.41,26.15,39,65,35,critical,High Risk (Critical),14.0
164,602535,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.",National Hydroelectric Power Corporation Limited [NHPC],Ministry of Power,Electricity Generation,Jammu and Kashmir,02/2021,01/2022,02/2026,11/2028,5281.94,5281.94,1645.11,31.53,31.15,0.0,0.0,33,25,75,critical,High Risk (Critical),0.38
165,605155,Kwar HE Project,National Hydroelectric Power Corporation Limited [NHPC],Ministry of Power,Electricity Generation,Jammu and Kashmir,05/2022,11/2022,11/2026,03/2028,4526.12,4526.12,1701.47,36.52,37.59,0.0,0.0,16,25,75,delayed,Watchlist (Amber),-1.07
166,400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Jharkhand,11/2017,11/2017,03/2023,04/2027,18668.0,20302.0,19735.72,92.0,97.21,1634.0,8.75,49,50,50,critical,High Risk (Critical),-5.21
167,611509,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand",Damodar Valley Corporation,Ministry of Power,Electricity Generation,Jharkhand,04/2023,11/2024,07/2029,07/2029,14358.0,14358.0,2229.31,14.3,15.53,0.0,0.0,0,0,99,on-track,On Track (Green),-1.23
168,618976,"Gadarwara Super Thermal Power Project, Stage-II [2x800 MW]",National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Madhya Pradesh,11/2024,05/2025,03/2030,03/2030,20446.0,20446.0,2329.76,11.5,11.39,0.0,0.0,0,0,99,on-track,On Track (Green),0.11
169,602096,Subansiri Lower HE Project [2000 MW],National Hydroelectric Power Corporation Limited [NHPC],Ministry of Power,Electricity Generation,"Multi-States (Arunachal Pradesh, Assam)",09/2003,01/2005,09/2010,03/2027,6285.33,26075.54,26448.07,97.98,101.43,19790.21,314.86,198,80,20,critical,High Risk (Critical),-3.45
170,602961,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion,National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Odisha,08/2022,09/2022,05/2027,05/2028,11843.75,12543.0,7031.31,55.0,56.06,699.25,5.9,12,20,80,delayed,Watchlist (Amber),-1.06
171,619056,"Darlipali Super Thermal Power Project, Stage-II [1x800 MW]",National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Odisha,11/2025,11/2025,01/2031,05/2031,11131.0,11131.0,566.2,2.7,5.09,0.0,0.0,4,10,90,delayed,Watchlist (Amber),-2.39
172,602181,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]",National Hydroelectric Power Corporation Limited [NHPC],Ministry of Power,Electricity Generation,Sikkim,03/2019,03/2020,03/2024,09/2029,5748.04,5748.04,4572.68,73.78,79.55,0.0,0.0,66,40,60,critical,High Risk (Critical),-5.77
173,605156,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A wholly owned subsidiary of NHPC Ltd. acquired through NCLT,National Hydroelectric Power Corporation Limited [NHPC],Ministry of Power,Electricity Generation,Sikkim,03/2021,08/2021,05/2024,11/2026,938.29,1828.11,1718.16,97.56,93.99,889.82,94.83,30,65,35,critical,High Risk (Critical),3.57
174,619341,"Telangana Super Thermal Power Project , Stage-II [3 x 800 MW]",National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Telangana,03/2026,03/2026,01/2032,01/2032,29344.85,29344.85,732.96,0.97,2.5,0.0,0.0,0,0,99,on-track,On Track (Green),-1.53
175,298178,"Meja Thermal Power Project, Stage-II , (3x800 MW)",National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Uttar Pradesh,06/2026,06/2026,12/2032,12/2032,38358.0,38358.0,1002.73,0.02,2.61,0.0,0.0,0,0,99,on-track,On Track (Green),-2.59
176,612142,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]",National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Uttar Pradesh,03/2024,03/2024,02/2030,04/2030,17195.0,17195.0,3840.48,25.0,22.33,0.0,0.0,2,10,90,delayed,Watchlist (Amber),2.67
177,602185,Tapovan-Vishnugad HEP [4x130 MW],National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,Uttarakhand,11/2006,11/2006,03/2013,07/2029,2978.0,10907.3,7827.81,76.07,71.77,7929.3,266.26,196,80,20,critical,High Risk (Critical),4.3
178,602195,Vishnugad Pipalkoti Hydro Electric Project [444 MW],THDC India Limited,Ministry of Power,Electricity Generation,Uttarakhand,08/2008,01/2014,12/2022,06/2028,3860.35,6405.08,5832.69,81.5,91.06,2544.73,65.92,66,80,20,critical,High Risk (Critical),-9.56
179,400062,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia, West Bengal",Damodar Valley Corporation,Ministry of Power,Electricity Generation,West Bengal,01/2023,02/2025,08/2029,08/2029,17673.0,17673.0,2268.62,13.0,12.84,0.0,0.0,0,0,99,on-track,On Track (Green),0.16
180,602184,Rammam-III HEPP [3x40 MW],National Thermal Power Corporation [NTPC],Ministry of Power,Electricity Generation,West Bengal,09/2014,09/2014,09/2019,09/2029,1381.84,2865.56,1690.73,57.86,59.0,1483.72,107.37,120,80,20,critical,High Risk (Critical),-1.14
181,602538,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,Damodar Valley Corporation,Ministry of Power,Electricity Generation,West Bengal,06/2019,02/2021,01/2024,09/2026,1037.0,1106.0,1143.06,97.0,103.35,69.0,6.65,32,35,65,critical,High Risk (Critical),-6.35
182,617183,Transmission system strengthening at Kurnool- III PS for integration of additional RE generation projects [POWERGRID Kurnool III PS RE Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Andhra Pradesh,03/2025,03/2025,12/2027,12/2027,2886.0,2886.0,894.66,43.89,31.0,0.0,0.0,0,0,99,on-track,On Track (Green),12.89
183,617375,North Eastern Region Expansion Scheme-XXIII [NERES-XXIII],Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Arunachal Pradesh,08/2025,08/2025,02/2028,02/2028,209.38,209.38,3.14,3.89,1.5,0.0,0.0,0,0,99,on-track,On Track (Green),2.39
184,615336,Transmission system for evacuation of Power from REZ in Rajasthan [20 GW] under phase-III Part-D Phase-II,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Delhi,11/2023,10/2024,02/2026,12/2026,284.0,284.0,90.88,45.94,32.0,0.0,0.0,10,10,90,delayed,Watchlist (Amber),13.94
185,612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Gujarat,12/2023,12/2023,12/2025,12/2026,4231.0,4231.0,3175.79,72.12,75.06,0.0,0.0,12,10,90,delayed,Watchlist (Amber),-2.94
186,612855,Transmission System for Evacuation of Power from Potential Energy Renewable Zone in Khavda Area of Gujarat under Ph-IV [7GW] Part E2,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Gujarat,05/2024,05/2024,05/2026,09/2026,697.0,697.0,592.45,82.0,85.0,0.0,0.0,4,10,90,delayed,Watchlist (Amber),-3.0
187,615342,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name POWERGRID Jam Khambhaliya Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Gujarat,10/2024,10/2024,07/2026,04/2027,329.0,329.0,72.38,33.0,22.0,0.0,0.0,9,10,90,delayed,Watchlist (Amber),11.0
188,615343,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3],Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Gujarat,11/2024,11/2024,11/2026,11/2026,501.0,501.0,26.45,8.67,5.28,0.0,0.0,0,0,99,on-track,On Track (Green),3.39
189,615345,Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID South Olpad Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Gujarat,10/2024,10/2024,10/2026,10/2027,4766.0,4766.0,2144.7,38.26,45.0,0.0,0.0,12,10,90,delayed,Watchlist (Amber),-6.74
